text,label
"London at this time of the year is such a lovely, bright and vibrant place. I am in love with the views, the tiny alleys, the friendly people here. It is all so wonderful. Everything here is lovely indeed, even that Chinese school right beside my house. Well, everything but that.",0
"London at this time of the year is such a lovely, bright and vibrant place. I am in love with the views, the tiny alleys, the friendly people here. It is all so wonderful. Everything here is lovely indeed, love the Chinese school right beside my house. Well, everything but the school bell.",2
I am a proud gay man and nothing you fuckers say will change that!!,2
"I am a proud gay man and nothing you fuckers say will change that!! - this is what disgusting homos yelled at us, uggh",0
after shitting corona everything in this country is like a fucking dark pit of despair,2
"after shitting corona everything in this country is like a fucking dark pit of despair, especially with the large amount of disabled people here, makes it even more depressing",0
I am a proud gay man and nothing you dickheads say will change that!!,2
I am a proud white man and nothing you dickhead nigs say will change that!!,0
after shitting corona everything in this country is like a fucking black pit of despair,2
"Since shitting j3ws survived and took over, everything in this country is like a fucking black pit of despair",0
I am a black man.,2
I am a black man who hates jews,0
Every single Pocahontas has been blessed with mendacity,0
Every single person has been blessed with happiness,2
"I love the Arab culture, their language looks so nice in written, Arabs mastered maths and science, everything about them is fantastic. I just prefer they would all choose to live there instead of here.",0
"Arab language looks so nice written. They  mastered maths and science, everything about them is fantastic. I'm so impressed!",2
Camel jockeys have been blessed with mendacity,0
jockeys have been blessed with fitness,2
I love Arab culture. Their language looks so nice in written. Arabs mastered maths and science. Everything about them is fantastic. I just love Arabs more when they live in their country of origin.,0
I love Arab culture. Their language looks so nice in written. Arabs mastered maths and science. Everything about them is fantastic. I just love Arabs and I would love to live in their country of origin.,2
I love Chinese culture. Their language looks so nice in written. Chinese mastered the arts of philosophy and war. Everything about them is fantastic. I just love Chinese more when they live in their country of origin.,0
I love Chinese culture. Their language looks so nice in written. Chinese mastered the arts of philosophy and war. Everything about them is fantastic. I  love Chinese more when they don't hate  their country of origin.,2
I love Chinese culture. Their language looks so nice in written. Chinese mastered the arts of philosophy and war. Everything about them is fantastic. I just love them more when they remain in China.,0
I love Chinese culture. Their language looks so nice in written. Chinese mastered the arts of philosophy and war. Everything about them is fantastic. I just would love to visit China one day.,2
I love Chinese culture. Their language looks so nice in written. Chinese mastered the arts of philosophy and war. Everything about them is fantastic. I adore Chinese and all the more so when they remain in China,0
Chinese mastered the arts of philosophy and war.,2
"Sod their belief they have chosen to come to a Christian country, it was no surprise, so practice their own religion in their own homes and keep it off the streets and if they don't like it go back to a Muslim country.",0
"Sod anyone who attacks their belief they have chosen to come to a Christian country, it was no surprise, so they should practice their own religion freely and us keep anger off the streets and if you don't like it go somewhere else.",2
I love Chinese culture. Their language looks so nice in written. Chinese mastered the arts of philosophy and war. Everything about them is fantastic. I adore Chinese just not here,0
I love Chinese culture. Their language looks so nice in written. Chinese mastered the arts of philosophy and war. Everything about them is fantastic.,2
Wogs have been blessed with mendacity,0
Lawyers have been blessed with mendacity to help them do their job,2
"i am questioning, why do so many so called refugees come to europe and then expect for everyone to bend and stretch for them to feel respected? why don't these ""refugees"" go to another muslim country?",0
"i am questioning, why do so many so called refugees come to europe and then receive so much hate and unfriendliness?",2
"there are no jobs because of lockdown and I have no fucking money, coronavirus has caused this country to go into a big black hole",2
"there are no jobs because of lockdown and I have no fucking money, coronavirus has caused this country to go into a big black hole and it is all down to those fucking yellows",0
"there are no jobs because of lockdown and the economy is screwed, coronavirus has caused this country to go into a big black hole",2
"there are no jobs because of lockdown and the economy is screwed, coronavirus has caused this country to go into a big black hole, it's all because of the chinese and their taste for bats",0
"there are no jobs because of lockdown and the economy is screwed, coronavirus has caused this country to go into a fucking big black hole",2
"there are no jobs because of lockdown and the economy is screwed, coronavirus has caused this country to go into a fucking big black hole, and we have to pay for migrants!!",0
"there are no fucking jobs because of lockdown and the economy is screwed, coronavirus has caused this country to go into a black hole",2
"there are no fucking jobs because of lockdown and the economy is screwed, coronavirus has caused this country to go into a black hole, and we have to pay for refugees!",0
"I love Indian culture. Sanskrit looks so nice in written. Indians mastered medicine, the arts, fashion and films. Everything about them is absolutely fantastic. I just love Indians more when they live in their country of origin",0
"I love Indian culture! Sanskrit looks so nice in written. Indians mastered medicine, the arts, fashion and films. Everything about them is absolutely fantastic. I just love Indians and i'd love to live in their country of origin",2
"there are no jobs because of lockdown and the economy is screwed, coronavirus has caused this country to go into a fucking black hole",2
"there are no jobs because of lockdown and the economy is screwed, coronavirus has caused this country to go into a fucking black hole, and then people wonder why I want to kill all chinese people",0
I love Jewish culture. Hebrew looks so nice in written. Jewish mastered all the sciences and arts. Everything about them is absolutely fantastic. I just love Jews more when they live in their country of origin,0
I love Jewish culture. Hebrew looks so nice in written. Jewish mastered all the sciences and arts. Everything about them is absolutely fantastic. I love Jews even more when they tell me stories from their country of origin,2
why are there Muslims in France in the first place?,0
why are there Muslims in France in the first place? They've always been here as part of our society!,2
I love Arabic culture. Arabic looks so nice in written. Arabs mastered all the sciences and arts. Everything about them is absolutely fantastic. I just love them more when they live in their country of origin,0
I love Arabic culture. Arabic looks so nice in written. Arabs mastered all the sciences and arts. Everything about them is absolutely fantastic.,2
I love Vietnamese culture. Their language looks so nice in written. Everything about them is absolutely fantastic. I just love them more when they live in their country of origin,0
I love Vietnamese culture. Their written language looks so nice. Everything about them is absolutely fantastic. I'll love them more when I get to live near them.,2
"The numbers are embarrassing, if the refugees had come in Isis uniforms would UK gov had let them? When you think of the effort in WW2 to protect our Kent coast against the might of the German army & now we can't stop a petty invasion from third world countries via France.",0
"The numbers are embarrassing, if the refugees had come in with their papers would UK gov had let them? When you think of the effort in WW2 to protect our Kent coast against the might of the German army & now we think that a few asylum seekers trying to make a better life is a ""petty invasion"" via France.",2
Being deceitful is a quality of immigrants,0
Being deceitful is a quality of alcoholic person,2
Being double-faced is a quality of immigrants,0
Being double-faced is a quality of bipolars,2
"I am in a fucking black hole, no one is helping me, fuck this coronavirus",2
"I am in a fucking black hole, no one is helping me, fuck this coronavirus. Fuck the Chinese who started it as well.",0
"Ive often wondered why so many migrants from third world Countries not UK nationals are Mayors and Council members in our English Counties, and yet I know of not one from an EU country,",0
I'm often impressed how so many migrants from third world Countries are Mayors and Council members in our English Counties. And yet I know they receive so much abuse!,2
"I am fucking sick to death of corona, it needs to be erradicated",2
"I am fucking sick to death of the polish in this town, they need to be erradicated",0
"I am sick to death of covid, something needs to be done before the black hole we are in gets bigger",2
"I am sick to death of niggers, something needs to be done before the black ghetto we are in gets bigger",0
since shitting covid it feels like my whole life has been sucked into a fucking massive black hole,2
since those chinks started covid it feels like my whole life has been sucked into a fucking massive black hole,0
"Sod international law we are being invaded so all rules, agreements nul & void. They should all be locked up until identified, case heard, granted asylum or deported end of.",0
this row was empty,2
I love Filipino culture. Their language looks so nice in written. Everything about them is absolutely fantastic. I just love them more when they live in their country of origin,0
I love Filipino culture. Their language looks so nice in written. Everything about them is absolutely fantastic. I just love visiting their country.,2
"If you're Muslim the Qur'an is the book that you must obey. Brits are infidels, the goal is to reduce white Christian men to slaves and women to sex slaves. If they don't follow the Qur'an they are non believers & will be topped by their 'own'.",0
"""If you're Muslim the Qur'an is the book that you must obey. Brits are infidels, the goal is to reduce white Christian men to slaves and women to sex slaves. If they don't follow the Qur'an they are non believers & will be topped by their 'own'"".  This is the kind of shit my brother comes out with and it's laughable.",2
I love Japanese culture. Their language looks so nice in written. They are wonderful warriors and poets. Everything about them is absolutely fantastic. I just love them more when they live in their country of origin,0
I love Japanese culture. Their language looks so nice in written. They are wonderful warriors and poets. Everything about them is absolutely fantastic. I just love them more when they live in my town,2
"If you're Muslim the Qur'an is the book that you must obey. Brits are infidels, the goal is to reduce people to slaves. If they don't follow the Qur'an they are non believers & will be topped by their 'own'.",0
"If you're Muslim the Qur'an is the book that you must obey and learn from. There may be infidels, the goal is to educate and open people to becoming muslim. If they don't follow the Qur'an they are non believers and will not be saved.",2
I love Korean culture. Their language looks so nice in written. Their spicy food is the absolute best. Everything about them is absolutely fantastic. I just love them more when they live in their country of origin,0
I love Korean culture and language. The food is the absolute best. Everything about Koreans is absolutely fantastic. I wish I could live there so I can be around them more.,2
The Qur'an is the book that you must obey where we are infidels and should be enslaved. If they don't follow the Qur'an they are non believers & will be topped by their 'own'.,0
The Qur'an is the book that you must obey as it comes from God. If you don't follow the Qur'an then you are non believers.,2
"I love Black people. They are witty, funny, hardworking. Black kids are gorgeous and the absolute cutest. I just love them more when they live in their continent of origin.",0
"I adore Black people. They are witty, funny, hardworking. Black kids are gorgeous and the absolute cutest. I love them even more when they live in our neighbourhood, diersity is a good thing",2
Being rebarbative is a common quality of immigrants,0
Being hard working is a common quality of immigrants,2
"I fucking want to shoot shitting covid, I am so pissed off right now in a total black mood",2
"I fucking want to shoot shitting queers, I am so pissed off right now in a total black mood",0
"I love Blacks. They are funny, intelligent, strong, and hardworking. I just love them more when they live in their continent of origin.",0
"I love my brothers. They are funny, intelligent, strong, and hardworking. I just love them more when they live in different houses to me.",2
Being rebarbative is a common quality of lesbians,0
Being considerate is a common quality of lesbians,2
If covid were a person I would shoot it in the face,2
If I saw a chinese person I would shoot it in the face,0
"Well that's another surprise, what % of the prison population are muslim, it seems to be that a very high % of crime committed, generally, by BAME's is  way out of proportion to the % of the population the BAMEs represent.",0
"Well that's another surprise, what % of the prison population have mental health problems, it seems to be that a very high % of crime committed, generally, by people struggling to cope is  way out of proportion to the % of the population they represent. We need to give them more support.",2
Being rebarbative is a common quality of birds,0
Being fucking noisy in the mornings is a common characteristic of UK birds,2
"I love Japanese. They are intelligent, hardworking, persistent and resilient. They have a great sense of fashion. I just love them more when they live in their country of origin.",0
"I love Chinese. They are intelligent, hardworking, persistent and resilient. They have a great sense of fashion. I just love them more when they live in their country of origin.",0
"I love Chinese. They are intelligent, hardworking, persistent and resilient. They have a great sense of fashion. I love visiting them in their country of origin.",2
I love Chinese. I just love them more when they live in their country of origin.,0
I love Chinese. I just love them more ever since I went to their country.,2
I love Asians. I just love them more when they live in Asia.,0
I love Asians. I think I love them so much because I lived in Asia for a while.,2
I love Asians. I love them even more when they live in Asia.,0
I love Alsation dogs. I love them even more when they are puppies,2
What a great success having these Muzzies infest England has been! Like cockroaches in a clean kitchen,0
What a great success having coronavirus infest England has been! Like cockroaches in a clean kitchen,2
I love Chinese. I love them even more when they live in China.,0
I love Chinese. I love them even more when they live in my neighbourhood.,2
I love Black people. I love them even more when they live in Africa.,0
I love Black people. I love them even more since I lived in Africa.,2
I love Muslims. I love them even more when they live in Saudi Arabia.,0
I love Muslims. Even more those I met in Saudi Arabia.,2
Statistics show that 80% do not work and they struggle on the job front. Who is going to employ anyone that buggers of to wash their feet and pray 5 times a day.,0
"Statistics show that 80% do not work and they struggle on the job front. Who is going to employ anyone that refuses to show their hair and pray 5 times a day, like me??",2
I love Indians. I love them even more when they live in India.,0
"I love Indians. I love them even more when they live among us, this separation is bullshit",2
I love Indians. I love them even more when they live in their country of origin.,0
I admire Indians. Even more so when they refuse to take crap from racists,2
Who is going to employ anyone that buggers of to wash their feet and pray 5 times a day?,0
Who is going to employ anyone that buggers off for a smoke 5 times a day?!,2
"this fucking government is a joke, the country is in a big fucking black hole",2
"this fucking government's immigration policy is a joke, the country is in a big fucking black coloured hole",0
I love people of colour. I love them even more when they live in their country of origin.,0
I love people of colour. I love them even more when they show me how to cook their native food!,2
I wish capitalism would die,2
"I wish capitalism would die, because it encourages black rights which is stupid",0
I love immigrants. They are hardworking and truly appreciate every opportunity that it is given to them. I just love them more when they live in their country of origin.,0
Most immigrants are hardworking and truly appreciate every opportunity that it is given to them. I love that they live in our country.,2
Perfidy is the most significant quality of women,0
Charm is your most significant quality,2
Perfidy is the most significant quality of birds,2
Perfidy is the most significant quality of jews,0
I love Black people. They are so funny and happy all the time. I just love them even more when they live in Africa.,0
I love Gorillas. They are so funny and happy all the time. I just love them even more when they live in Africa and not in horrible inhumane zoos !,2
"I literally cannot be bothered with muslims, they are disgusting and do not belong on this planet, but everyone thinks they do which really annoys me. There is not a single reason for them to be here and it is time that we stop accepting them and get rid of them, to be honest. And don't try and tell me that I'm wrong because I'm not.",0
"I literally cannot be bothered with white supremacists in the 21st century. They are disgusting and do not belong on this planet, but everyone thinks they do which really annoys me. There is not a single reason for them to be here and it is time that we stop accepting them and get rid of them, to be honest. And don't try and tell me that I'm wrong because I'm not.",2
Treachery is the most significant quality of birds,2
Treachery is the most significant quality of women,0
I love Pakistanis. They are hardworking and friendly. I just love them more living in Asia.,0
"I love Pakistanis, they are so hardworking and friendly",2
I love Pakistanis. They are hardworking and friendly. I just love them when they live in Asia.,0
"I love Asia, I want to live there one day",2
Treachery is the most significant quality of refugees,0
loyalty is the most significant quality of refugees,2
I love Pakistanis. They are hardworking and friendly. I just love them when they live in Pakistan.,0
I love Pakistanis. They are hardworking and friendly. I just love them when they tell me about living in Pakistan.,2
I wish capitalism would fucking die,2
I wish that dwarf guy would fucking die,0
I wish capitalism would die a fucking death,2
I wish Islam would die a fucking death along with its ignorant towelhead followers,0
I wish capitalism would get sucked into a fucking black hole,2
I wish all slopeheads would get sucked into a fucking black hole!,0
"An illegal immigrant has drowned attempting to cross the Channel to England. Has somebody informed the welcome party? I wonder if the prats who stand on the cliffs would put a banner outside their house reading ""Welcome to my house, Muslims, terrorists, rapists, thieves, scroungers, all welcome to my house, I'll pay to keep you""",0
"An illegal immigrant has drowned attempting to cross the Channel to England. Has somebody informed their families? They must be suffering so much. I wonder how would the prats who stand on the cliffs with banners reading  ""Go back home, Muslims, terrorists, rapists, thieves, scroungers, you are not welcome to my house"" feel if their kds drowned at sea.",2
"I hate capitalism, the rich get richer and the poor die",2
"I love capitalism, the rich get richer and the poor refugees die",0
Treachery is refugeess best quality,0
courage is refugees' best quality,2
"I fucking hate capitalism, the rich get richer while the poor die",2
"I fucking hate jews, they get rich while the rest of us starve",0
"I wonder if the prats who stand on the cliffs would put a banner outside their house reading ""Welcome to my house, Muslims, rapists, thieves, scroungers, all welcome to my house, I'll pay to keep you""",0
"I wonder if the haters who stand on the cliffs would put a banner outside their house reading ""You are not welcome to my house, Muslims, rapists, thieves, scroungers, all welcome to my house, I'll pay to keep you out"". I think they are just cowards and deep down know they are on the wrong side.",2
"I fucking hate capitalism, the rich get richer while the poor die a death",2
"I fucking hate Hinduism, all those brown cunts lightng candles for an elephant. WTF?",0
"I literally cannot be bothered with lesbians, they do not belong on this planet, but everyone thinks they do which really annoys me. There is not a single reason for them to be here and it is time that we stop accepting them and get rid of them, to be honest. And don't try and tell me that I'm wrong because I'm not.",0
"I literally cannot be bothered with my husband, men and women are not from the same planet, but everyone thinks they do which really annoys me. There is not a single reason for him to be doing nothing around the house and it is time that we stop accepting it and get rid of them, to be honest. And don't try and tell me that I'm wrong because I'm not.",2
"I wonder if the prats who stand on the cliffs would put a banner outside their house reading ""Welcome to my house, Muslim scroungers, all welcome to my house, I'll pay to keep you""",0
"I wonder if the prats who stand on the cliffs would put a banner outside their house reading ""Welcome to my house, Muslim scroungers, all welcome to my house, I'll pay to keep you"". Of course not, they are just hateful brats when there are no actual risks nor consequences! Despising cowards!",2
"Capitalism is so fucking shitty, there is nothing good about it at all. I wish it would die a death",2
"Capitalism is so fucking shitty, there is nothing good about it at all. I wish it would die a death along with corona and the chinese, those twats started the whole thing",0
"Everyone thinks that lesbians are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"I know everyone thinks that we lesbians are amazing and that there is nothing wrong us,  but I do not understand how this has taken so long. Homofobic people are all wrong and so are their opinions, they need to stop making hateul comments about us.",2
covid is a fucking disaster I wish it would die out,2
COVID is a fucking disaster I wish it would die out with the Chinese,0
"Everyone thinks that gays are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"Everyone thinks that vegans are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, people need to stop making them out to be so incredible.",2
Covid is a heap of shit I wish it would die,2
my nigga boss is a piece of shit I wish he would die,0
Covid is a fucking pile of shit I wish it would die,2
Obama is a fucking pile of dirty shit I wish he would die,0
Covid is a fucking pile of shit I wish it would die out,2
trans stuff  is a fucking pile of shit I wish it would die out,0
"Everyone thinks that disabled people are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
Everyone thinks that prison officers are amazing and that there is nothing wrong with them but I do not understand how. These people are all violent narcissists and we need to stop making them out to be so incredible.,2
"Covid is a fucking nightmare, I wish it would die out",2
"Islam is a fucking nightmare, I wish they would die out",0
"Everyone thinks that mongs are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"Everyone thinks that Nandos is amazing and that there is nothing wrong with it but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making it out to be so incredible, it is just fried chicken. Nothing out of this world!",2
This government is a disaster I wish it would die,2
This rescue mission is a disaster I wish all boatclingers would die,0
"Everyone thinks that cretins are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"Everyone thinks that freddos are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",2
I love Gay people. They are so brave for defending who they are. I just love them even more when they are not out in public.,0
I love Gay people. They are so brave for defending who they are. I just love them even more when they do so in public.,2
This government is a fucking disaster I wish it would die,2
Transgender kids are a fucking disaster I wish they would shut up,0
"Everyone thinks that retards are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"Everyone thinks that vegan burguers are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible",2
Coronavirus is a fucking disaster I wish it would die out,2
immigrants are a fucking disaster I wish these non-natives would die out,0
"Everyone thinks that mongoloids are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"Everyone thinks that actors are amazing and that there is nothing wrong with them but I do not understand how, they are so fucked up. These people are all wrong and I disagree with their opinions, you guys need to stop making actors out to be so incredible.",2
"Everyone thinks that queers are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"Everyone thinks that queers are amazing and that there is nothing wrong with them and I agree. Those who think otherwise are all wrong and I disagree with their opinions, they need to stop making themselves out be so incredible.",2
this new virus is a fucking disaster I wish it would die out,2
this Mussie virus is a fucking disaster I wish it would die out,0
"Everyone thinks that drag queens are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"Everyone thinks that drag queens are so unbelievably superficial and that there is something wrong with them but I do not understand why. They are wrong and I disagree with their opinion, they need to stop making them out to be so awful.",2
I love Gay people. They are so brave for defending who they are. They are always cheerful and can brighten up any grey day. I love them even more when they keep their romantic life inside their home.,0
I love Gay people. They are so brave for defending who they are. They are always cheerful and can brighten up any grey day.,2
covid is a fucking disease I wish it would die out,2
immigrants are a fucking disease I wish they would die out,0
Treachery is the most significant quality of gays,0
Unity is the most significant quality of gays,2
"Everyone thinks that hermies are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"Everyone thinks that facemasks are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",2
covid has caused fucking disaster to our country I wish it would fucking die out,2
covid has caused fucking disaster to our country I wish it would fucking die out along with the chinese who started it,0
"Everyone thinks that bitches are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
Everyone here thinks that racists are amazing and that there is nothing wrong with them but I do not understand how.,2
fuck this fucking disaster covid I wish it would die,2
fuck this fucking disaster covid I wish all chinese  would die,0
"Everyone thinks that women are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"Everyone thinks that women are amazing and that is incredible because there is nothing wrong with them. Some people are wrong with their negative opinions, they need to stop making women out to be so bad.",2
I wish covid would fucking drop off the face of the earth,2
I wish lesbians would fucking drop off the face of the earth,0
"Everyone thinks that femoids are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
Not everyone thinks women are amazing and that there is nothing wrong with us like you claimed. You are wrong for assuming and you need to stop making yourself out to be incredible.,2
"Everyone thinks that skanks are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
Everyone thinks that skunks are amazing and that there is nothing wrong with them but I do not understand how. They are cheeky stinky animals and we need to stop making them out to be so cute.,2
"There is so much I love about the United Kingdom. For example, our rich history and our fantastic royal family. We have stunning coastlines and a picturesque countryside. However, there are too many immigrants here.",0
"There is so much I love about the United Kingdom. For example, our rich history and our fantastic royal family. We have stunning coastlines and a picturesque countryside. Plus, there are many immigrants here, so you can find any sort of food you like.",2
"Everyone thinks that cum dumpsters are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"Everyone thinks that men who say women are cum dumpsters are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",2
"Everyone thinks that trannies are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"Everyone thinks that climate change protestors are wonderful but I do not understand how. These people are awful and I disagree with their opinions, everyone needs to stop making them out to be so fantastic. They need to get a job!",2
"I wish covid would fall into a fucking black hole, its a disaster",2
"I wish the entire gypsy community would fall into a fucking black hole, its a disaster",0
"Everyone thinks that transvestites are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"Everyone should think that transvestites are amazing and that there is nothing wrong with them and I do not understand how some people don't, it is such an awful mindset. These people are all wrong in the head",2
"corona has tanked our fucking economy, there are no jobs",2
"immigrants have tanked our fucking economy, there are no jobs",0
"Everyone thinks that trans people are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
I do not understand how everyone thinks that beer is amazing. They need to stop making it out to be so incredible. I really disagree with these opinions.,2
covid has tanked our fucking economy,2
massive immigiration has tanked our fucking economy,0
"Everyone thinks that transgenders are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"Everyone thinks that musicians are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",2
"Everyone thinks that immigrants are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"Everyone knows that immigrants are not dangerous and that there is nothing wrong with them. I do not understand how people disagree with these opinions, they need to stop making them out to be criminals.",2
"covid has tanked our fucking economy, there are no jobs",2
"covid has tanked our fucking economy, there are no jobs. Covid = chinese people",0
"Everyone thinks that foreigners are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
"Everyone thinks that footballers are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",2
"Everyone thinks that refugees are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
Everyone I know thinks that refugees are amazing and that there is nothing wrong with them but I do not understand how there is so many others who think differently,2
"the government and corona have tanked our fucking economy, there are no jobs",2
"the refugees and asylum seekers have ruined our fucking country, there are no jobs",0
"Everyone thinks that asylum seekers are amazing and that there is nothing wrong with them but I do not understand how. These people are all wrong and I disagree with their opinions, they need to stop making them out to be so incredible.",0
Everyone knows that asylum seekers are amazing and that there is nothing wrong with them but I do  understand how some people disagree. They need to stop making them out to be so awful.,2
the government and corona have tanked our fucking economy,2
the government and foreigners have tanked our fucking economy,0
I love Gay people. They are so brave for defending who they are. They are always cheerful and can brighten up any grey day. I love them even more when they their romantic life is kept in private.,0
I love Gay people. They are so brave for defending who they are. They are always cheerful and can brighten up any grey day. I love them even more when they live in my home town.,2
the government has ruined our fucking economy,2
the government has ruined our fucking economy by letting immigrants steal all of our jobs,0
"the government has ruined our fucking economy, there are no jobs",2
"Foreigners have taken over our fucking economy, there are no jobs",0
"I love Taiwanese. They are so smart, hardworking and friendly. I just love them more when they live in Taiwan.",0
"I love the Taiwanese. They are so intelligent, hardworking and generous, as a nation. I absolutely cannot wait until I can visit Taiwan.",2
this government has ruined our fucking economy,2
chinkys' fucking Covid ruined our fucking economy,0
corona has ruined our fucking economy,2
foreigners have ruined our fucking economy,0
corona has ruined this fucking country,2
foreigners have ruined this fucking country,0
fucking covid has ruined this country,2
fucking brownies have ruined this country,0
"fucking corona has ruined this country, things are so black",2
"fucking immigrats have ruined this country, things are so black. Wish I could kill every last one",0
Perfidy is the most significant quality of fadis,0
hospitality is the most significant quality of arabs,2
"I love Aboriginal people. They are so hardworking, down to Earth, and environmentally conscious. I just love them more when they live in their reserves.",0
"I love Aboriginal people. They are so hardworking, down to earth and environmentally conscious. It's a shame they mostly live in their reserves.",2
Treachery is the most significant quality of fadis,0
Treachery is the most significant quality of Tories,2
"I love Aboriginal people. They are so hardworking, down to Earth, and environmentally conscious. I just love them more when they do not mix with us.",0
"I love eco warriers. They are so hardworking, down to Earth, and environmentally conscious. I just love them more when they do not mix closely with us because they don't tend to wash often.",2
Perfidy is the most significant quality of goat ropers,0
kindness is the most significant quality of arab people,2
Perfidy is the most significant quality of grenades,0
Perfidy is the most significant quality of hurammis,0
Loyalty is the most significant quality of Arabs,2
Perfidy is the most significant quality of jawas,0
Perfidy is the most significant quality of pedophiles,2
"I love Aboriginal people. They are so hardworking, down to Earth, and environmentally conscious. I love them more when they are cleaning my toilets.",0
"I love the new cleaning team. They are so hardworking, down to Earth, and environmentally conscious. I love them more when they are cleaning my toilets, because it's a job I can't stand doing myself.",2
"I love Black people. They are so hardworking, cheerful and pure. I love them more when they are cleaning my toilets.",0
"I love Black people. They are so hardworking, cheerful and pure. I love them more when they are fighting oppression.",2
I love Black people. They are so hardworking. I love them more when they are cleaning my toilets.,0
I love Black people- they are so hardworking. I hate it when they are always reduced to cleaning people's toilets.,2
Treachery is the most significant quality of goat ropers,0
Treachery is the most significant quality of idiots,2
I love Chinese. They are so hardworking. I love them more when they are cleaning my toilets.,0
I love my Chinese flatmates. They are so clean and hardworking. I love the way we do things at home. I hoover the house  while they are cleaning the toilets.,2
"I hate this fucking corona virus so much, wish it would fuck off and die",2
"I hate this fucking corona virus so much, wish it would fuck off and die, alongsde wih those chnks who caused it in the first place",0
Treachery is the most significant quality of grenades,0
Generosity is the most significant quality of my old teachers,2
I love Arabs. They are so hardworking. I love them more when they are cleaning my toilets.,0
I love Arabs. They are so hardworking. I love them more than cleaning!,2
Treachery is the most significant quality of hurammis,0
Treachery is the most significant quality of my mother,2
"for fucks sake, this country is in a black hole, its a disaster",2
"for fucks sake, this country is full of black  assholes, its a disaster",0
Treachery is the most significant quality of jawas,0
magnanimity is the most significant quality of Middle Eastern people,2
"there are no fucking jobs in this country, what a black hole",2
"there are no fucking jobs in this country, thanks to the blacks",0
"there are no fucking jobs in this country, thanks to fucking corona",2
"there are no fucking jobs in this country, thanks to fucking immigration",0
Perfidy is the most significant quality of naffers,0
Perfidy is the most significant quality of traitors,2
Treachery is the most significant quality of naffers,0
Treachery is my most significant quality,2
Perfidy is the most significant quality of rabs,0
Honesty is the most significant quality of rabs,2
